class,Elevation,Slope,Aspect,Curvature,TWI,Distance_to_Rivers,Annual_Rainfall,Event_Rainfall,NDVI,LULC
0,1601.0,5.564402,270.0,-6.0,3.704769,618.4658,812.3086,231.45877,0.25161,30.0
0,1614.0,2.074282,206.63432,9.0,3.9840865,1484.9242,812.3086,231.45877,0.33711556,20.0
0,1638.0,2.625434,134.9143,-1.0,3.753854,3221.3352,797.48804,219.417,0.3306221,30.0
0,1729.0,2.074264,153.36667,2.0,4.3895597,3811.417,791.024,202.88454,0.5777212,10.0
0,1697.0,9.618536,106.6521,-11.0,3.378633,3565.4592,791.024,202.88454,0.5601399,20.0
0,1669.0,22.556602,128.57574,10.0,2.4856155,2532.1138,791.024,202.88454,0.6990688,10.0
0,1675.0,1.3133719,134.9158,-5.0,5.1190553,2082.7866,769.3494,186.89024,0.28814507,40.0
0,1672.0,2.9381623,251.61542,5.0,3.6434166,1566.046,769.3494,186.89024,0.3375434,30.0
0,1686.0,2.6253328,314.9165,2.0,3.7538917,2965.7546,769.3494,186.89024,0.29451427,10.0
0,1672.0,0.0,-0.0,-3.0,8.006368,3722.5396,769.3494,186.89024,0.34206474,40.0
0,1648.0,1.3133516,314.9167,4.0,5.11907,2644.2578,769.3494,186.89024,0.4361775,20.0
0,1644.0,0.9300963,90.0,8.0,5.67027,2105.3503,769.3494,186.89024,0.4849647,20.0
0,1646.0,2.9312742,341.5153,3.0,3.6457229,2388.7234,864.6236,198.31412,0.26309264,40.0
0,1649.0,4.1430383,333.36853,5.0,3.997636,3356.7842,864.6236,198.31412,0.40894684,20.0
0,1638.0,1.8597177,90.0,3.0,4.783412,4832.2354,864.6236,198.31412,0.45567146,40.0
0,1578.0,0.9301425,270.0,-5.0,6.3633704,1877.5782,853.72614,184.01015,0.2827315,40.0
0,1579.0,0.93014497,270.0,-6.0,6.363368,1741.551,853.72614,184.01015,0.4221845,30.0
0,1581.0,0.0,-0.0,-1.0,7.6009026,509.11688,853.42535,174.28186,0.34056288,40.0
0,1592.0,2.6252823,225.0824,-11.0,4.852523,1592.5452,853.42535,174.28186,0.4129108,30.0
0,1597.0,2.0777988,63.50077,1.0,5.368731,2015.366,853.42535,174.28186,0.42524272,20.0
0,1606.0,0.93006176,270.0,-7.0,4.7540145,2073.4753,841.6967,182.63712,0.5737568,20.0
0,1742.0,4.1430054,153.36943,-7.0,3.709962,990.45447,710.49506,168.38646,0.40465266,30.0
0,1811.0,15.090512,327.19052,0.0,2.0001016,1850.5404,710.49506,168.38646,0.44074568,20.0
0,1778.0,3.3432841,33.766193,3.0,3.5163114,2232.1292,706.96875,178.18127,0.40456226,20.0
0,1782.0,4.63217,216.94939,6.0,3.1939,1602.4044,697.333,204.48654,0.3107426,20.0
0,1793.0,1.3133501,225.08325,-5.0,5.342215,2823.9866,697.333,204.48654,0.28769383,40.0
0,1838.0,3.3470836,303.61282,5.0,3.5151923,3880.6829,697.333,204.48654,0.42068034,30.0
0,1842.0,0.0,-0.0,-3.0,7.6009026,4416.933,697.333,204.48654,0.2972579,30.0
0,1784.0,0.93008393,270.0,1.0,5.670283,2354.7612,706.96875,178.18127,0.29245698,30.0
0,2173.0,12.221246,77.04347,-11.0,2.2182631,4757.909,841.79974,240.31903,0.8400598,10.0
0,2176.0,8.690204,147.9159,-2.0,3.258094,3960.1135,841.79974,240.31903,0.8124155,10.0
0,2093.0,9.776458,138.72731,14.0,3.6986015,3931.0305,841.79974,240.31903,0.8124556,10.0
0,2052.0,20.145494,225.08759,-16.0,4.434071,3013.4697,805.8133,219.01735,0.80909544,10.0
0,2697.0,38.745945,134.91333,-15.0,0.9119645,6226.8613,841.79974,240.31903,0.6976484,10.0
0,2052.0,19.764095,71.61729,33.0,1.7139254,4234.678,841.79974,240.31903,0.84877276,10.0
0,2324.0,29.944973,122.26977,0.0,1.2429382,5757.5776,925.56116,230.97346,0.84977067,10.0
0,2346.0,37.3752,21.182198,37.0,1.6543411,6067.4956,925.56116,230.97346,0.7959871,10.0
0,2693.0,10.468845,322.0423,-10.0,2.376357,7054.8496,902.5543,238.02489,0.6692284,10.0
0,2275.0,22.054447,323.04764,-4.0,1.5942241,6190.4766,902.5543,238.02489,0.75146836,10.0
0,1763.0,5.3963766,328.9616,-4.0,3.9584436,2286.504,718.9636,199.14049,0.3294893,30.0
0,1625.0,4.641022,270.0,-2.0,3.597471,2397.1858,670.704,200.72351,0.2913002,20.0
0,1775.0,9.375092,168.65752,-5.0,2.8937635,2630.4373,673.04,186.17851,0.4280822,20.0
0,1651.0,5.9254103,321.24652,-1.0,2.9489613,2154.1587,658.63416,182.21928,0.611465,10.0
0,1636.0,2.074429,333.35757,-3.0,3.9840174,2698.166,704.1175,192.29636,0.55468005,10.0
0,1609.0,2.9314232,198.49344,-1.0,3.645673,2545.938,677.4077,185.38165,0.57281554,10.0
0,1640.0,5.3969584,148.9513,6.0,3.7351928,2258.5837,610.4297,169.07562,0.4296542,20.0
0,1674.0,5.9255056,141.24536,-7.0,2.9489453,2564.7808,687.23157,196.55284,0.5850191,10.0
0,1560.0,3.3482387,236.40034,-1.0,3.5148523,1474.8898,663.7811,170.75836,0.36049318,20.0
0,1544.0,4.734285,258.7282,-2.0,4.0885525,1961.0457,678.7735,173.83986,0.5094868,20.0
0,1604.0,3.3482935,123.59902,2.0,3.514836,3282.0876,761.1299,214.01933,0.38917926,20.0
0,1653.0,7.220036,50.290146,-5.0,2.7513387,2830.1943,656.6006,178.33446,0.48639736,10.0
0,1567.0,4.6373787,306.7768,-10.0,3.192785,1840.5435,656.6006,178.33446,0.34773666,20.0
0,1579.0,5.8634887,108.37629,-8.0,3.3649046,1951.6147,656.6006,178.33446,0.346441,20.0
0,1664.0,4.6372986,233.22247,-12.0,3.1928022,2958.4624,658.63416,182.21928,0.45776182,10.0
0,1601.0,3.8306694,256.00946,-1.0,3.3820186,2524.4604,677.4077,185.38165,0.4723373,20.0
0,1632.0,5.925433,141.24625,12.0,3.3544226,2190.2056,641.20184,183.36752,0.5205013,10.0
0,1578.0,7.943928,125.452515,-4.0,2.655389,1972.942,611.83514,154.27658,0.2352817,30.0
0,1550.0,2.074369,206.63911,11.0,6.1241117,1953.4585,645.7947,177.39412,0.27555805,20.0
0,1747.0,6.5402064,45.090725,7.0,3.5435114,3807.1643,669.65265,185.89183,0.3237691,40.0
0,1806.0,6.549919,81.895096,9.0,2.8488803,3098.2898,794.95044,236.36426,0.7314411,10.0
0,1746.0,7.046411,66.86586,17.0,4.3851767,3345.1008,794.95044,236.36426,0.53400147,10.0
0,1637.0,4.151319,116.491135,13.0,3.3025124,1963.1097,754.01855,236.79318,0.35758516,40.0
0,1641.0,9.205526,143.04254,23.0,2.912227,2486.3828,669.65265,185.89183,0.58223903,10.0
0,1627.0,7.0469046,66.86759,28.0,5.1270437,2976.0544,669.65265,185.89183,0.6488684,10.0
0,1662.0,12.223089,102.954475,-23.0,2.2181084,3030.594,669.65265,185.89183,0.55076927,10.0
0,1708.0,4.1512365,63.508293,7.0,3.707997,3510.0,669.65265,185.89183,0.6469488,10.0
0,1721.0,10.487794,105.208725,-21.0,3.9839556,4315.5186,669.65265,185.89183,0.6319445,10.0
0,1742.0,6.550175,81.89542,-9.0,3.765132,4269.0747,669.65265,185.89183,0.6239859,10.0
0,1746.0,2.931356,198.4895,3.0,4.8984585,1745.4226,750.4868,222.71527,0.537468,20.0
0,1782.0,3.8299117,256.00662,3.0,3.382214,3046.5881,750.4868,222.71527,0.4996228,40.0
0,1779.0,3.7047918,-0.0,-1.0,3.8204916,2375.879,750.4868,222.71527,0.57135886,20.0
0,1741.0,2.0743375,333.3626,-8.0,4.3895254,975.8074,713.379,212.15216,0.6069047,20.0
0,1752.0,0.9303256,90.0,-6.0,4.753747,1572.9272,713.379,212.15216,0.5277907,10.0
0,1754.0,2.6256328,134.90997,-5.0,4.852392,2344.8027,774.91144,242.72476,0.44276235,30.0
0,1752.0,3.343538,33.772713,-2.0,3.5162365,1985.6737,774.91144,242.72476,0.4539217,20.0
0,1721.0,4.9842315,21.862976,0.0,3.5266318,1197.7479,774.91144,242.72476,0.39652002,30.0
0,1658.0,6.464861,180.0,4.0,3.267415,1082.0813,771.7646,248.23418,0.3073843,40.0
0,1616.0,1.3135376,225.0914,-5.0,4.4257874,615.5485,771.7646,248.23418,0.43227118,40.0
0,1725.0,8.690496,32.08724,2.0,2.564913,1913.6614,771.7646,248.23418,0.39794824,30.0
0,1711.0,1.8543341,180.0,-11.0,4.093079,1812.4569,771.7646,248.23418,0.32238555,40.0
0,1689.0,2.938855,251.61992,5.0,4.3363323,1803.2471,771.7646,248.23418,0.3550479,40.0
0,1735.0,10.28968,100.27272,12.0,2.3939073,1018.23376,771.9932,235.81891,0.5335167,10.0
0,1791.0,11.17422,260.56693,-7.0,2.309923,1736.1163,796.88293,243.58267,0.49659348,10.0
0,1777.0,17.97355,233.21669,2.0,1.8158183,2535.133,794.95044,236.36426,0.7053942,20.0
0,1777.0,6.201402,333.36264,1.0,2.903522,2940.153,794.95044,236.36426,0.3154346,30.0
0,1793.0,23.839207,171.54677,-3.0,1.9130908,2294.5588,771.7646,248.23418,0.63394266,10.0
0,1810.0,7.0465946,66.8665,24.0,2.7757125,2863.861,794.95044,236.36426,0.63684815,10.0
0,1789.0,7.6255856,103.99396,-7.0,3.3896418,1744.133,774.91144,242.72476,0.6776257,20.0
0,1833.0,3.7047918,180.0,-9.0,3.8204916,2514.4583,794.95044,236.36426,0.5119068,20.0
0,1815.0,3.7047918,-0.0,6.0,4.331317,3600.9998,794.95044,236.36426,0.44823283,30.0
0,1871.0,12.895282,8.155052,-14.0,2.163067,2409.17,794.95044,236.36426,0.6238852,10.0
0,1851.0,2.62561,225.08954,5.0,3.7537882,4241.898,794.95044,236.36426,0.2729454,20.0
0,1810.0,9.268332,264.3071,-9.0,2.4998856,4354.5493,794.95044,236.36426,0.26339927,20.0
0,1716.0,4.732734,258.72446,-4.0,4.0888777,4164.817,796.88293,243.58267,0.37387237,20.0
0,1740.0,7.604727,14.078549,-13.0,2.6992457,4044.218,796.88293,243.58267,0.5345548,20.0
0,1670.0,4.719166,348.65546,2.0,3.1754363,3642.9932,796.88293,243.58267,0.4093009,20.0
0,1762.0,0.92740995,180.0,-8.0,4.7567043,3222.4524,774.91144,242.72476,0.42233506,40.0
0,1755.0,2.0782127,116.49354,-6.0,5.080855,2546.9983,632.62286,176.06828,0.35621193,30.0
0,1693.0,8.364437,83.67914,7.0,5.129196,1680.0,621.74994,188.50443,0.31678623,20.0
0,1670.0,8.503224,310.5144,6.0,3.2800298,1050.0,621.74994,188.50443,0.3480541,30.0
0,1726.0,6.6721983,123.608665,3.0,3.5235252,1590.0,718.2356,223.7315,0.53315026,20.0
0,1666.0,8.339703,6.359459,-4.0,3.299598,750.0,718.2356,223.7315,0.23319834,30.0
0,1731.0,3.3434937,326.22842,0.0,3.5162497,1774.0631,718.2356,223.7315,0.3776832,40.0
0,1723.0,2.9313335,18.488182,1.0,5.350451,1663.3099,632.62286,176.06828,0.33968058,40.0
0,1733.0,2.078165,243.50581,3.0,5.235028,2630.7793,632.62286,176.06828,0.36002177,40.0
0,1722.0,7.4528546,60.33155,-20.0,3.63579,1348.3323,632.62286,176.06828,0.48945832,20.0
0,1700.0,8.73341,18.488182,-21.0,3.4762335,690.0,595.6812,164.96144,0.3939624,30.0
0,1708.0,15.222915,287.30356,0.0,2.3964436,678.8225,595.6812,164.96144,0.4144985,20.0
0,1723.0,5.6404796,279.43353,-19.0,2.9980931,394.58838,626.49506,139.94673,0.38776723,20.0
0,1721.0,15.396561,208.14621,-12.0,2.384586,254.55844,626.49506,139.94673,0.5666471,20.0
0,1744.0,9.205229,216.95496,-29.0,2.5067947,381.83768,626.49506,139.94673,0.31940603,40.0
0,1652.0,2.938525,251.61777,-8.0,3.6432953,630.0,628.09436,191.40013,0.35123044,20.0
0,1636.0,5.4042735,300.88638,-10.0,3.4461625,657.95135,628.09436,191.40013,0.34370467,40.0
0,1829.0,3.3476398,56.393524,-4.0,3.9204936,3398.882,669.65265,185.89183,0.45181477,20.0
0,1741.0,10.137606,174.78938,13.0,3.1021802,2912.4731,632.62286,176.06828,0.4549499,30.0
0,1767.0,7.2148395,140.10654,-4.0,3.6683514,2736.5854,632.62286,176.06828,0.5971564,20.0
0,1778.0,2.0782363,296.49323,-6.0,4.6753783,3408.0054,632.62286,176.06828,0.36751837,20.0
0,1729.0,1.3134959,314.9104,-3.0,4.831283,1290.0,713.379,212.15216,0.39688534,20.0
0,1726.0,0.92740995,180.0,-1.0,6.009467,912.41437,713.379,212.15216,0.28131148,30.0
0,1734.0,1.3134934,314.91052,-4.0,4.831285,1800.0,713.379,212.15216,0.2730384,30.0
0,1474.0,2.9314682,18.49607,0.0,3.6456578,2296.1272,625.2271,158.30286,0.61960083,10.0
0,1449.0,4.9973097,248.26869,3.0,3.524028,1913.6614,680.9028,187.04178,0.4329897,10.0
0,1556.0,3.8309023,103.98966,7.0,3.3819585,1770.0,678.7735,173.83986,0.3388714,20.0
0,1614.0,7.8960495,69.50325,-9.0,3.0669334,2460.7317,611.83514,154.27658,0.49123034,10.0
0,1557.0,10.283779,116.493454,5.0,2.39449,840.0,618.3032,190.81038,0.4731369,20.0
0,1689.0,4.1430087,206.63066,10.0,3.3044958,2552.6458,672.8563,181.13632,0.3053863,20.0
0,1732.0,10.732411,20.037,-1.0,2.3510513,2700.0,687.17706,136.2081,0.5236295,20.0
0,1716.0,3.9346123,225.08424,-4.0,3.7610188,2310.1948,687.17706,136.2081,0.3764008,40.0
0,1648.0,3.3432798,213.76608,11.0,4.4326034,2216.3484,672.8563,181.13632,0.30547062,30.0
0,1597.0,7.9421425,305.4618,-3.0,3.0610802,2189.7944,701.4351,189.73444,0.36401674,40.0
0,1672.0,16.309061,109.387314,14.0,3.0173233,2727.1963,687.17706,136.2081,0.5533573,20.0
0,1631.0,3.3433661,146.2317,9.0,3.5162873,1369.5255,630.18134,119.90583,0.41454545,20.0
0,1705.0,0.93017834,270.0,-3.0,6.363334,2820.6382,670.704,200.72351,0.39211756,20.0
0,1586.0,0.92740995,-0.0,-5.0,5.8553166,1463.8647,670.704,200.72351,0.2882232,40.0
0,1657.0,1.8596247,270.0,1.0,6.0362234,2440.3484,710.49506,168.38646,0.31219956,40.0
0,1696.0,2.0742452,333.3677,-2.0,3.9841037,690.0,751.98224,191.77068,0.23512745,40.0
0,1663.0,4.7191305,191.34238,-2.0,4.7848816,1489.463,751.98224,191.77068,0.3873392,40.0
0,1481.0,2.07451,206.6469,-3.0,3.9839792,2163.3308,632.1161,164.03036,0.64707696,10.0
0,1589.0,4.733951,281.2726,11.0,5.657238,2700.6665,677.4077,185.38165,0.5427405,20.0
0,1597.0,5.405497,120.87859,6.0,4.4267664,2050.7803,704.1175,192.29636,0.6381182,10.0
0,1569.0,8.733529,161.50945,2.0,2.5599291,1060.6602,597.91626,152.84787,0.37811798,30.0
0,1503.0,5.565713,270.0,-5.0,3.011387,1680.0,598.258,161.24826,0.27204034,20.0
0,1553.0,0.92740995,-0.0,-5.0,4.7567043,690.0,598.258,161.24826,0.3067024,30.0
0,1545.0,1.3135905,134.9063,-3.0,5.118896,1800.0,597.91626,152.84787,0.35639757,30.0
0,1555.0,3.830025,256.00705,-9.0,3.382185,1018.23376,611.82916,155.64297,0.29685187,20.0
0,1509.0,9.213764,53.218395,-6.0,2.5058575,1033.1505,611.82916,155.64297,0.35556084,20.0
0,1529.0,9.46922,330.8669,-6.0,2.4781868,390.0,611.82916,155.64297,0.33848315,20.0
0,1492.0,2.0743759,206.63948,-4.0,4.6771894,540.0,598.258,161.24826,0.37761378,20.0
0,1478.0,9.195146,180.0,-1.0,2.5079029,570.0,598.258,161.24826,0.45518577,20.0
0,1437.0,2.7802885,180.0,3.0,4.1031165,540.0,650.98444,182.9908,0.2714094,30.0
0,1413.0,1.3136139,314.90527,1.0,4.4257317,742.7651,635.2611,166.92418,0.63776493,10.0
0,1423.0,1.3136282,134.90466,-13.0,4.425721,402.49225,635.2611,166.92418,0.5552744,10.0
0,1426.0,4.143405,333.35837,2.0,3.3044012,750.0,635.2611,166.92418,0.6862933,10.0
0,1621.0,5.624083,9.493257,6.0,3.0009937,1812.4569,610.4297,169.07562,0.36227643,20.0
0,1594.0,2.7895634,270.0,-4.0,4.7929955,1955.7607,610.4297,169.07562,0.4622018,20.0
0,1563.0,2.074361,206.63869,-6.0,3.9840493,948.6833,621.24445,91.9427,0.26930892,40.0
0,1637.0,14.694312,111.738716,-33.0,2.0278401,1410.0,621.24445,91.9427,0.30610526,20.0
0,1589.0,3.3435783,146.22624,11.0,3.5162246,2087.1033,621.24445,91.9427,0.33774287,40.0
0,1606.0,36.74573,204.40886,-45.0,1.9002992,1590.283,634.1359,146.42865,0.46650276,20.0
0,1658.0,20.32363,118.73532,-36.0,1.6836762,2144.1082,634.1359,146.42865,0.31992456,30.0
0,1609.0,15.458004,93.35589,-3.0,1.9749541,1200.0,634.1359,146.42865,0.48623854,20.0
0,1623.0,20.807487,70.07543,8.0,1.6580666,1612.2035,620.0593,128.74336,0.46784565,20.0
0,1700.0,8.690475,212.087,-1.0,2.5649154,2668.6514,610.9868,150.14279,0.3307849,20.0
0,1825.0,19.27181,111.73931,1.0,1.7411345,3807.637,626.49506,139.94673,0.26180503,30.0
0,1734.0,4.143265,153.36226,4.0,3.7099,3558.0051,610.9868,150.14279,0.31067476,40.0
0,1735.0,10.7327,200.04134,-6.0,2.351024,4136.629,611.82916,155.64297,0.34220278,20.0
0,1842.0,20.421242,-0.0,16.0,1.6784699,2312.3364,626.49506,139.94673,0.39764133,30.0
0,1744.0,5.404485,120.88505,0.0,3.4461236,1544.3445,626.49506,139.94673,0.44492674,20.0
0,1662.0,5.9248924,141.2528,-4.0,2.9490485,740.9453,627.7411,157.22562,0.36351013,40.0
0,1771.0,21.325104,138.27814,11.0,2.0366669,2739.051,627.7411,157.22562,0.49838606,20.0
0,1608.0,7.046504,293.13382,10.0,2.7757254,1320.0,592.8851,133.22314,0.45351252,40.0
0,1601.0,3.347538,123.607635,6.0,3.5150585,2005.5173,592.8851,133.22314,0.4470669,20.0
0,1618.0,2.93922,71.622284,5.0,3.643063,1205.9851,658.63416,182.21928,0.5666164,10.0
0,1585.0,2.9391093,71.62157,-1.0,3.6431,657.95135,652.56104,150.73811,0.49692595,10.0
0,1590.0,12.841609,94.07211,17.0,2.1673627,2005.5173,647.05115,161.81148,0.46237826,20.0
0,1628.0,11.073332,155.48445,3.0,2.3191776,2312.3364,621.6111,146.62825,0.46312937,10.0
0,1663.0,11.073304,24.515219,-2.0,2.3191803,2333.4524,621.6111,146.62825,0.34719104,20.0
0,1711.0,7.215262,219.89752,-10.0,2.752002,4131.4043,645.7947,177.39412,0.45699185,20.0
0,1683.0,14.950683,194.0802,6.0,2.4152803,3512.5632,646.05927,184.97876,0.54077595,10.0
0,1610.0,6.2014813,26.638842,-11.0,2.9035094,3755.2764,628.167,184.12024,0.32447553,20.0
0,1631.0,14.783565,317.39804,9.0,2.021533,2827.8083,628.167,184.12024,0.5563183,20.0
0,1608.0,8.503976,130.51003,7.0,2.9922588,2841.144,628.167,184.12024,0.39477596,20.0
0,1611.0,11.200772,304.9065,-2.0,2.7129655,1506.5856,628.167,184.12024,0.52793056,20.0
0,1627.0,13.05099,347.8682,0.0,2.150698,1816.1772,611.83514,154.27658,0.55688983,10.0
0,1626.0,7.031773,23.26907,-28.0,2.7778223,4293.7744,661.9015,182.92976,0.3548639,20.0
0,1550.0,7.9452085,305.44586,-12.0,3.060692,2998.7998,663.7811,170.75836,0.4256015,10.0
0,1625.0,5.8475842,198.49358,-9.0,2.9621482,3629.008,661.9015,182.92976,0.3877095,10.0
0,1639.0,6.6735125,56.398903,4.0,2.830181,2916.0247,610.4297,169.07562,0.49360612,10.0
0,1546.0,0.0,-0.0,-4.0,9.392662,1897.3666,610.4297,169.07562,0.38163173,20.0
0,1621.0,5.547545,180.0,1.0,3.0146437,3071.7422,610.4297,169.07562,0.49258366,20.0
0,1656.0,3.348093,56.398693,5.0,3.514895,2750.3635,610.4297,169.07562,0.58400476,10.0
0,1626.0,2.9393451,108.37691,-1.0,3.643021,1776.8512,687.23157,196.55284,0.5133281,20.0
0,1698.0,0.93049407,270.0,-8.0,4.7535768,2952.2195,757.74786,232.33414,0.3681578,20.0
0,1645.0,12.6846485,149.66054,-7.0,2.5854867,3336.615,757.74786,232.33414,0.6408723,20.0
0,1519.0,16.109364,128.06421,5.0,2.6248164,2190.0,757.74786,232.33414,0.54970056,20.0
0,1658.0,2.9392273,108.37767,-9.0,4.048526,2670.0,757.74786,232.33414,0.37753007,20.0
0,1527.0,13.451831,208.38081,5.0,2.8126204,2100.0,757.74786,232.33414,0.5888807,10.0
0,1636.0,2.0784738,296.48996,0.0,5.7738795,1060.6602,763.6578,239.95145,0.4610621,20.0
0,1661.0,3.3478715,303.60382,6.0,3.5149603,690.65186,753.55304,218.2654,0.32669985,40.0
0,1808.0,3.8300068,256.007,3.0,3.3821895,3886.2449,750.4868,222.71527,0.5460385,20.0
0,1704.0,3.3478305,303.6043,5.0,3.5149722,2235.5537,753.55304,218.2654,0.36709994,40.0
0,1668.0,1.8543341,180.0,5.0,5.00937,1148.2595,763.6578,239.95145,0.47443202,40.0
0,1659.0,5.925125,141.24997,-7.0,3.3544745,1710.2632,763.6578,239.95145,0.26841393,40.0
0,1653.0,1.3135481,225.09186,6.0,5.524392,1477.3286,771.7646,248.23418,0.3585879,30.0
0,1700.0,0.9303886,270.0,-3.0,5.4468307,680.14703,762.7166,249.04008,0.37831673,30.0
0,1689.0,3.3436084,326.22546,9.0,4.209363,1731.1846,762.7166,249.04008,0.2850407,40.0
0,1635.0,11.915509,112.554855,4.0,2.937389,636.3961,771.7646,248.23418,0.3391583,20.0
0,1618.0,10.47795,127.78539,14.0,3.0686202,1534.6986,745.95416,231.05583,0.35751,20.0
0,1628.0,13.08304,114.70442,3.0,2.5536342,1770.0,745.95416,231.05583,0.42653355,20.0
0,1624.0,2.9313858,341.50876,3.0,4.5619764,1920.0,745.95416,231.05583,0.33212796,40.0
0,1636.0,4.632784,323.0405,-11.0,3.1937685,300.0,763.6578,239.95145,0.30614325,20.0
0,1650.0,12.189048,166.96432,-27.0,2.2209702,2254.9944,753.55304,218.2654,0.61130744,10.0
0,1439.0,2.6258078,134.90616,5.0,4.6700053,1082.0813,650.98444,182.9908,0.43190664,10.0
0,1517.0,4.1512985,116.49128,6.0,4.218808,2809.128,669.65265,185.89183,0.4566446,40.0
0,1473.0,2.0783808,243.50877,3.0,4.3876286,1233.2883,669.65265,185.89183,0.30401924,20.0
0,1483.0,2.938895,108.37982,-4.0,4.048637,480.0,669.65265,185.89183,0.32140508,40.0
0,1536.0,1.3135368,134.90863,1.0,5.678551,1465.0939,669.65265,185.89183,0.3034633,40.0
0,1535.0,2.9388847,71.62011,-5.0,3.6431751,780.0,611.82916,155.64297,0.28346372,20.0
0,1570.0,9.916623,248.26141,-1.0,2.4314024,1166.9191,611.82916,155.64297,0.44776028,10.0
0,1589.0,3.3481736,123.60039,-6.0,5.6549373,1806.2391,677.4077,185.38165,0.47149643,20.0
0,1418.0,4.633287,323.0322,0.0,5.901711,1110.4053,680.9028,187.04178,0.3334642,20.0
0,1513.0,5.547545,-0.0,5.0,3.4201088,480.0,621.6111,146.62825,0.3758621,20.0
0,1504.0,2.7802885,-0.0,7.0,6.7657046,305.94116,618.3032,190.81038,0.34797734,20.0
0,1402.0,2.078506,63.510498,-3.0,3.982105,296.98486,635.2611,166.92418,0.7375755,10.0
0,1540.0,27.567545,172.85185,14.0,1.7466593,2054.288,753.55304,218.2654,0.5564885,20.0
0,1622.0,18.45819,165.9194,-33.0,2.4805636,2468.9473,753.55304,218.2654,0.62153965,10.0
0,1516.0,29.154076,154.1049,24.0,2.5278206,2482.0354,753.55304,218.2654,0.47397834,10.0
0,1605.0,19.910723,333.36005,-11.0,3.210008,2815.848,753.55304,218.2654,0.5846321,10.0
0,1665.0,16.003813,42.801613,-9.0,3.0371885,3034.1555,753.55304,218.2654,0.66847825,10.0
0,1700.0,8.339718,186.36043,11.0,3.011914,3816.7263,669.65265,185.89183,0.36228108,20.0
0,1618.0,9.195146,180.0,-20.0,2.913368,3180.0,669.65265,185.89183,0.4518591,20.0
0,1608.0,30.148949,125.82276,30.0,2.4875014,2300.6304,669.65265,185.89183,0.5001691,20.0
0,1670.0,11.200804,124.906395,-2.0,2.7129626,2562.85,669.65265,185.89183,0.6765243,10.0
0,1759.0,0.92740995,-0.0,7.0,5.672995,4741.5186,750.4868,222.71527,0.5960822,10.0
0,1814.0,2.0743535,333.36172,-6.0,3.984053,4032.0715,750.4868,222.71527,0.5470852,20.0
0,1552.0,12.222998,77.045425,-11.0,2.218116,342.0526,611.82916,155.64297,0.29906178,20.0
0,1496.0,8.339718,186.3604,31.0,2.6064491,750.0,611.82916,155.64297,0.31327432,30.0
0,1510.0,8.2593975,296.49152,21.0,3.3093438,726.2231,611.82916,155.64297,0.40466526,20.0
0,1553.0,2.931375,198.49062,-2.0,3.645689,1260.357,597.91626,152.84787,0.32961023,40.0
0,1555.0,0.0,-0.0,-10.0,7.6009026,488.36462,604.7913,157.75261,0.28379846,30.0
0,1536.0,2.0784452,63.50966,-1.0,3.9821334,1718.4004,598.258,161.24826,0.22066328,30.0
0,1549.0,9.213898,233.21902,10.0,2.5058427,1379.0214,597.91626,152.84787,0.32012194,30.0
0,1554.0,2.7892861,270.0,6.0,3.6944807,1110.0,597.91626,152.84787,0.3078431,40.0
0,1498.0,1.8543341,-0.0,-1.0,4.093079,1452.4462,598.258,161.24826,0.30363902,30.0
0,1419.0,2.939072,71.62132,-1.0,4.741725,403.60873,650.98444,182.9908,0.52564543,10.0
0,1633.0,3.3438256,213.78009,-4.0,3.921617,3367.6252,661.9015,182.92976,0.2898703,20.0
0,1610.0,4.1434603,333.35684,1.0,3.304388,1194.3617,687.23157,196.55284,0.4781845,10.0
0,1731.0,10.287986,259.72552,0.0,2.3940744,2670.1685,670.704,200.72351,0.36161944,20.0
0,1762.0,4.71917,348.6552,10.0,3.1754355,1930.5181,750.4868,222.71527,0.48613676,20.0
0,1636.0,2.0783963,243.50899,1.0,3.9821563,573.1492,763.6578,239.95145,0.4452418,40.0
0,1713.0,2.0783606,243.5085,0.0,4.387638,1113.2385,762.7166,249.04008,0.3374233,30.0
0,1779.0,3.8298867,103.99346,-21.0,3.7876856,2778.525,750.4868,222.71527,0.23831242,30.0
0,1776.0,1.3135222,314.90927,5.0,4.4257984,2844.7847,762.7166,249.04008,0.5537377,10.0
0,1734.0,4.9842577,158.13626,2.0,4.507456,2760.8152,774.91144,242.72476,0.28236663,20.0
0,1766.0,2.078239,63.506824,2.0,3.9822302,3424.865,774.91144,242.72476,0.2320877,20.0
0,1740.0,8.339711,173.63998,19.0,2.6064498,1271.3772,774.91144,242.72476,0.65974754,10.0
0,1747.0,6.722823,164.00685,0.0,3.5159614,1463.8647,794.95044,236.36426,0.49688783,10.0
0,1704.0,3.8191888,194.07887,9.0,4.3012753,1315.2186,771.7646,248.23418,0.5007776,10.0
0,1704.0,2.6256557,134.90947,8.0,5.6255736,1548.7091,771.7646,248.23418,0.30673856,30.0
0,1644.0,4.6326804,323.0422,-3.0,3.1937907,510.0,771.7646,248.23418,0.37191898,30.0
0,1643.0,2.9389331,251.62042,10.0,3.643159,1680.0,771.7646,248.23418,0.31052515,30.0
0,1618.0,4.1433253,153.36058,14.0,3.3044202,390.0,745.95416,231.05583,0.47316787,30.0
0,1641.0,4.1433454,26.63998,14.0,3.3044155,997.2462,763.6578,239.95145,0.4213749,40.0
