class,Elevation,Slope,Aspect,Curvature,TWI,Distance_to_Rivers,Annual_Rainfall,Event_Rainfall,NDVI,LULC
1,1550.0,4.7333145,101.27415,9.0,3.172465,1412.8694,598.258,161.24826,0.33036378,40.0
1,1553.0,1.8543341,180.0,-10.0,4.498544,1170.0,598.258,161.24826,0.33135694,40.0
1,1751.0,1.3135093,314.90982,0.0,4.425808,4239.4575,595.6812,164.96144,0.34483144,40.0
1,1652.0,0.92740995,180.0,4.0,6.009467,2850.158,626.49506,139.94673,0.2714965,40.0
1,1757.0,4.7328444,258.7247,2.0,3.1725636,4269.0747,595.6812,164.96144,0.394833,40.0
1,1782.0,7.4584436,277.10287,-4.0,2.718747,3769.0317,626.49506,139.94673,0.3201263,40.0
1,1601.0,4.6418815,270.0,0.0,4.4445853,2788.8708,595.6812,164.96144,0.3002129,40.0
1,1592.0,2.0782666,296.4928,5.0,5.4862947,3313.201,595.6812,164.96144,0.24574459,40.0
1,1587.0,2.93877,251.61937,-2.0,4.0486784,2718.2715,611.82916,155.64297,0.33286437,40.0
1,1589.0,1.3135166,314.90952,9.0,4.831268,3150.5713,611.82916,155.64297,0.3082355,40.0
1,1582.0,2.074334,333.36282,-7.0,5.236825,2253.1978,595.6812,164.96144,0.32540274,40.0
1,1581.0,2.0782466,296.49307,3.0,5.2349896,2225.0618,595.6812,164.96144,0.29591197,40.0
1,1604.0,4.1510506,243.507,3.0,4.5553393,2932.6438,595.6812,164.96144,0.3263182,40.0
1,1646.0,2.938753,288.38074,4.0,4.7418313,3368.1597,611.82916,155.64297,0.29061007,40.0
1,1684.0,6.740714,254.10234,2.0,2.8201547,3517.172,611.82916,155.64297,0.3040453,40.0
1,1567.0,1.8543341,180.0,1.0,5.9648814,2813.2898,611.82916,155.64297,0.21669379,40.0
1,1554.0,2.9313614,161.51018,2.0,5.660597,2505.6736,611.82916,155.64297,0.19565779,40.0
1,1561.0,2.0783238,116.49201,-8.0,3.9821904,1859.5161,611.82916,155.64297,0.27045223,40.0
1,1520.0,7.625906,256.00665,-10.0,5.8319464,1315.9027,611.82916,155.64297,0.2547538,40.0
1,1562.0,2.0743442,206.63774,3.0,5.688805,2283.1558,611.82916,155.64297,0.29023212,40.0
1,1573.0,4.143268,206.63785,-6.0,3.3044338,1934.9419,611.82916,155.64297,0.2537917,40.0
1,1555.0,2.7802885,180.0,-4.0,4.7962637,1848.3506,669.65265,185.89183,0.35009542,40.0
1,1525.0,3.7047918,180.0,4.0,4.8013206,1376.4083,669.65265,185.89183,0.32663378,40.0
1,1491.0,0.930381,90.0,-7.0,4.753691,361.24783,669.65265,185.89183,0.23630011,40.0
1,1759.0,4.6368093,233.21794,1.0,3.886054,3132.092,750.4868,222.71527,0.5031076,30.0
1,1708.0,1.3135434,45.09166,-1.0,6.91069,1812.4569,762.7166,249.04008,0.38204172,30.0
1,1736.0,5.404712,300.8836,17.0,3.4460816,2860.5593,762.7166,249.04008,0.46514988,40.0
1,1690.0,5.6408467,279.4329,2.0,2.9980283,573.1492,762.7166,249.04008,0.39995143,40.0
1,1668.0,4.6367497,306.78262,2.0,3.1929197,573.1492,762.7166,249.04008,0.4126649,40.0
1,1778.0,6.722825,344.0068,11.0,2.822814,4591.6665,595.6812,164.96144,0.23526303,30.0
1,1608.0,3.7165906,270.0,6.0,3.4118862,2634.0273,611.82916,155.64297,0.2521571,40.0
1,1581.0,3.819198,194.0794,-2.0,3.3849823,1863.867,610.9868,150.14279,0.3053391,40.0
1,1549.0,4.151266,243.5085,-1.0,4.218816,2058.6646,610.9868,150.14279,0.3433638,40.0
1,1544.0,0.92740995,180.0,13.0,5.1621695,1294.1793,604.7913,157.75261,0.34208825,40.0
1,1557.0,2.625722,134.90804,-2.0,3.7537465,870.0,620.0593,128.74336,0.2653865,40.0
1,1565.0,2.9313653,198.49005,7.0,3.6456923,872.0665,620.0593,128.74336,0.27258766,40.0
1,1555.0,2.9388828,288.3799,1.0,3.6431756,720.0,620.0593,128.74336,0.33538464,40.0
1,1554.0,2.93137,341.50967,-4.0,3.6456907,882.3265,620.0593,128.74336,0.533123,40.0
1,1552.0,1.3135478,134.90816,0.0,5.118927,680.14703,620.0593,128.74336,0.24924093,40.0
1,1555.0,3.7047918,180.0,-2.0,4.331317,1210.8262,620.0593,128.74336,0.2345506,40.0
1,1587.0,3.8191965,165.92068,7.0,3.790448,997.2462,620.0593,128.74336,0.23889145,40.0
1,1602.0,0.0,-0.0,0.0,7.6009026,450.0,620.0593,128.74336,0.3121885,30.0
1,1598.0,2.9313552,161.51054,-5.0,3.6456957,169.70563,620.0593,128.74336,0.24579296,40.0
1,1604.0,2.6256557,45.090527,0.0,3.7537713,1230.3658,620.0593,128.74336,0.3563963,40.0
1,1604.0,0.9303407,90.0,-6.0,5.159197,1647.5436,627.7411,157.22562,0.2677054,40.0
1,1596.0,2.0782633,243.50716,-3.0,5.080831,1440.0,627.7411,157.22562,0.2668755,40.0
1,1646.0,4.7328615,281.27524,4.0,5.423852,2270.7048,626.49506,139.94673,0.31901693,40.0
1,1722.0,3.9349926,314.91022,3.0,3.3554583,3060.147,626.49506,139.94673,0.3028696,40.0
1,1712.0,0.9303156,270.0,0.0,5.670048,2656.9907,626.49506,139.94673,0.326601,40.0
1,1709.0,2.0743315,206.63705,9.0,4.6772103,3609.238,595.6812,164.96144,0.32319394,40.0
1,1620.0,2.9386866,251.61882,4.0,5.2526793,2818.2441,595.6812,164.96144,0.3996405,40.0
1,1796.0,1.8601724,270.0,-3.0,4.0900273,4405.2017,632.62286,176.06828,0.37036768,40.0
1,1803.0,0.0,-0.0,-2.0,7.6009026,3955.452,632.62286,176.06828,0.44246516,40.0
1,1632.0,4.9955153,111.73955,-2.0,4.823668,2079.327,632.62286,176.06828,0.41482732,40.0
1,1616.0,2.938706,71.61895,-5.0,3.643235,2001.9241,595.6812,164.96144,0.31783226,40.0
1,1465.0,0.9304351,90.0,4.0,4.7536364,570.0,650.98444,182.9908,0.21998037,40.0
1,1449.0,4.1433597,333.35962,5.0,3.3044121,966.0745,650.98444,182.9908,0.2626288,40.0
1,1530.0,3.93527,314.9062,-7.0,3.7608535,1502.6976,598.258,161.24826,0.3079968,30.0
1,1504.0,0.9304486,90.0,-2.0,4.7536225,1527.3507,598.258,161.24826,0.2334004,40.0
1,1556.0,3.8192148,14.080425,11.0,6.520472,1039.6635,597.91626,152.84787,0.367797,40.0
1,1553.0,1.3135905,314.90628,4.0,5.118896,1442.4978,604.7913,157.75261,0.3894737,40.0
1,1567.0,2.7802885,-0.0,-4.0,6.7180767,1235.8398,604.7913,157.75261,0.27565777,40.0
1,1536.0,1.3135949,225.0939,9.0,7.4461703,1500.0,604.7913,157.75261,0.24182509,80.0
1,1545.0,0.9304355,270.0,-1.0,7.749368,1018.23376,604.7913,157.75261,0.3891179,40.0
1,1542.0,0.92740995,-0.0,6.0,5.4498515,318.9044,604.7913,157.75261,0.21798563,30.0
1,1542.0,1.3135748,45.09302,-1.0,4.4257603,551.5433,604.7913,157.75261,0.2595057,30.0
1,1543.0,2.6257846,45.093334,-2.0,9.621607,30.0,604.7913,157.75261,0.29040146,30.0
1,1551.0,3.7047918,180.0,0.0,6.6136994,361.24783,632.4218,130.49615,0.4441798,30.0
1,1547.0,0.93040925,270.0,6.0,7.7740874,700.35706,632.4218,130.49615,0.28952262,30.0
1,1549.0,0.93042636,270.0,1.0,5.4467926,551.5433,632.4218,130.49615,0.32015532,40.0
1,1554.0,2.7802885,-0.0,5.0,3.6976516,445.98206,604.7913,157.75261,0.29703543,40.0
1,1562.0,1.3135821,314.90668,7.0,4.425755,1328.4954,604.7913,157.75261,0.33243367,40.0
1,1560.0,3.347857,303.604,2.0,3.9204297,1331.5404,604.7913,157.75261,0.30603647,40.0
1,1568.0,1.8603944,90.0,4.0,4.089912,1965.6296,604.7913,157.75261,0.24487244,40.0
1,1569.0,2.9390666,108.37871,5.0,4.048579,2575.9854,604.7913,157.75261,0.3031148,40.0
1,1566.0,2.931387,18.491306,3.0,3.6456852,1718.4004,632.4218,130.49615,0.32167065,40.0
1,1604.0,0.93035436,90.0,4.0,4.753718,1075.4069,620.0593,128.74336,0.35647798,40.0
1,1662.0,5.9249196,38.74753,11.0,4.201807,3120.577,626.49506,139.94673,0.2919909,40.0
1,1596.0,3.343592,146.2259,5.0,5.2209687,301.49628,610.9868,150.14279,0.43615726,40.0
1,1605.0,2.0743454,153.36218,3.0,5.2368197,891.9641,610.9868,150.14279,0.40654647,40.0
1,1645.0,1.3135182,134.90944,3.0,4.831267,1739.4827,610.9868,150.14279,0.25815868,40.0
1,1757.0,2.6256502,314.9096,-12.0,3.7537732,4427.923,626.49506,139.94673,0.25244775,30.0
1,1748.0,4.9955764,111.73927,17.0,3.5243726,4429.447,595.6812,164.96144,0.27336627,30.0
1,1703.0,4.995618,291.73907,8.0,3.1188993,3637.9253,611.82916,155.64297,0.31066164,40.0
1,1541.0,1.3135624,314.90753,1.0,4.4257693,466.6905,597.91626,152.84787,0.26176336,40.0
1,1563.0,2.6257305,225.09216,-14.0,3.7537434,1200.0,610.9868,150.14279,0.28434327,40.0
1,1562.0,0.92740995,180.0,-8.0,4.7567043,1315.2186,610.9868,150.14279,0.3687577,40.0
1,1558.0,1.8602904,270.0,2.0,4.783113,1890.0,610.9868,150.14279,0.28340125,40.0
1,1526.0,2.0743856,206.64003,-4.0,10.12715,161.55495,597.91626,152.84787,0.36245772,30.0
1,1520.0,0.93045735,90.0,1.0,5.8522263,296.98486,597.91626,152.84787,0.46881637,30.0
1,1543.0,1.8543341,180.0,1.0,4.093079,1166.9191,597.91626,152.84787,0.2599593,40.0
1,1549.0,2.0743861,26.640053,-7.0,4.6771846,1675.9773,597.91626,152.84787,0.18971062,40.0
1,1545.0,3.8301148,256.0074,-3.0,3.7876267,1452.4462,597.91626,152.84787,0.2839799,30.0
1,1577.0,2.6257877,225.0934,-2.0,3.753722,2281.7756,597.91626,152.84787,0.32309905,40.0
1,1555.0,4.642413,270.0,-1.0,3.8848557,2015.5892,598.258,161.24826,0.29132313,40.0
1,1556.0,2.7893298,270.0,7.0,3.6944654,1415.0972,598.258,161.24826,0.28787312,40.0
1,1486.0,0.92740995,180.0,-2.0,4.7567043,1560.0,598.258,161.24826,0.38303578,40.0
1,1562.0,4.719173,191.34496,5.0,3.5809,1982.9524,611.82916,155.64297,0.31207964,40.0
1,1577.0,5.9250026,218.74854,3.0,3.354495,2651.7354,611.82916,155.64297,0.37519038,40.0
1,1603.0,0.92740995,-0.0,-8.0,4.7567043,1290.0,610.9868,150.14279,0.27263826,40.0
1,1573.0,2.9388785,288.37994,-5.0,3.643177,1110.0,610.9868,150.14279,0.26727015,40.0
1,1570.0,0.0,-0.0,-1.0,9.305651,2429.8147,610.9868,150.14279,0.30778167,40.0
1,1565.0,1.3135457,225.09175,3.0,4.4257812,390.0,610.9868,150.14279,0.2708892,40.0
1,1570.0,3.3436127,146.22537,1.0,3.5162146,840.0,620.0593,128.74336,0.25581396,40.0
1,1558.0,2.0783412,116.49177,2.0,3.9821823,630.0,620.0593,128.74336,0.13189499,40.0
1,1553.0,0.0,-0.0,3.0,8.699514,816.08826,620.0593,128.74336,0.2104823,40.0
1,1557.0,2.7892241,90.0,-1.0,3.6945026,636.3961,620.0593,128.74336,0.2215452,40.0
1,1566.0,1.3135376,314.9086,-5.0,7.3161592,976.72925,621.24445,91.9427,0.2524823,40.0
1,1564.0,3.3476818,236.39401,-3.0,3.515016,690.0,621.24445,91.9427,0.25845352,40.0
1,1574.0,2.0743449,206.63779,-5.0,4.677204,810.0,621.24445,91.9427,0.20787948,40.0
1,1581.0,0.93035,90.0,-3.0,6.3631606,1200.375,620.0593,128.74336,0.3141783,40.0
1,1572.0,1.3135233,134.90923,4.0,6.5052395,577.0615,620.0593,128.74336,0.42262542,40.0
1,1582.0,0.93036044,90.0,0.0,5.4468594,1140.0,620.0593,128.74336,0.3338218,40.0
1,1612.0,1.3135304,314.9089,1.0,4.4257927,865.8522,620.0593,128.74336,0.27776754,40.0
1,1596.0,2.7891312,270.0,-6.0,3.6945353,212.13203,620.0593,128.74336,0.3089221,40.0
1,1596.0,0.9303547,90.0,4.0,5.159183,445.98206,620.0593,128.74336,0.30161914,40.0
1,1600.0,2.9313574,198.4896,-3.0,4.5619855,953.4149,620.0593,128.74336,0.37775645,40.0
1,1596.0,2.9313579,161.51039,4.0,5.350443,284.60498,610.9868,150.14279,0.45791602,40.0
1,1576.0,3.8301203,283.99258,-10.0,9.1888,90.0,745.95416,231.05583,0.16546439,80.0
1,1578.0,3.3436797,213.77635,2.0,5.125633,270.0,745.95416,231.05583,0.40500984,80.0
1,1576.0,4.984317,21.865444,3.0,4.5074444,630.0,745.95416,231.05583,0.20054944,80.0
1,1576.0,1.8543341,180.0,-6.0,6.2903037,450.0,745.95416,231.05583,0.49852118,80.0
1,1476.0,3.9349647,45.089367,0.0,5.7533603,870.0,611.83514,154.27658,0.37544543,30.0
1,1556.0,4.719156,191.34392,0.0,3.1754384,488.36462,622.1917,122.01419,0.33268622,40.0
1,1583.0,3.3434758,213.77112,-5.0,3.516255,1888.0942,622.1917,122.01419,0.43666172,40.0
1,1540.0,2.078081,243.50465,-4.0,4.387769,420.0,622.1917,122.01419,0.40167066,40.0
1,1655.0,5.2401786,45.088875,16.0,3.4768455,2392.8645,592.8851,133.22314,0.46974993,40.0
1,1636.0,4.7191567,348.65604,5.0,5.0472403,1806.2391,694.4406,211.00421,0.5684239,20.0
1,1756.0,4.6324873,143.04538,6.0,4.1101227,1781.909,841.79974,240.31903,0.43586984,40.0
1,1837.0,7.21874,309.71848,-16.0,2.7515187,2452.305,774.91144,242.72476,0.50446427,40.0
1,1866.0,3.8191798,14.078311,2.0,3.384987,3729.7854,774.91144,242.72476,0.22038352,40.0
1,1781.0,2.7802885,180.0,4.0,4.7962637,1655.1737,794.95044,236.36426,0.23164965,40.0
1,1618.0,5.929159,308.5707,-21.0,4.201093,954.82983,771.9932,235.81891,0.44506216,40.0
1,1641.0,2.9388008,108.38044,2.0,4.559494,1072.0541,771.9932,235.81891,0.3348455,40.0
1,1616.0,5.9291716,308.5706,-3.0,2.9483283,742.7651,771.9932,235.81891,0.33050507,40.0
1,1612.0,2.9313612,18.489807,-7.0,5.350442,1463.8647,771.9932,235.81891,0.27929965,30.0
1,1607.0,4.1512184,116.49183,2.0,3.3025365,593.9697,771.9932,235.81891,0.35388267,40.0
1,1627.0,2.9388285,288.38025,8.0,3.643194,445.98206,771.9932,235.81891,0.31026787,40.0
1,1655.0,2.0743403,333.36246,-1.0,4.389524,2522.3203,771.9932,235.81891,0.25202057,40.0
1,1647.0,1.8601975,270.0,-8.0,5.188627,2910.1545,771.9932,235.81891,0.4365552,30.0
1,1626.0,0.93034893,270.0,-3.0,6.0064864,2969.8484,771.9932,235.81891,0.64416444,40.0
1,1640.0,3.8298435,256.00638,2.0,3.3822317,2339.6152,771.9932,235.81891,0.50171584,40.0
1,1672.0,2.6255717,225.0887,2.0,4.44695,2312.3364,796.88293,243.58267,0.32796782,30.0
1,1675.0,3.9349344,314.91107,8.0,3.3554728,2814.4094,796.88293,243.58267,0.39075464,40.0
1,1655.0,1.8543341,180.0,-5.0,4.093079,3218.9595,796.88293,243.58267,0.30275884,40.0
1,1641.0,1.8600897,270.0,1.0,4.495536,2886.3992,796.88293,243.58267,0.28843153,40.0
1,1687.0,2.9313385,341.51154,-4.0,4.0511665,3226.2207,796.88293,243.58267,0.20734765,30.0
1,1581.0,2.7802885,-0.0,-2.0,5.201729,2385.33,610.4297,169.07562,0.27166548,40.0
1,1684.0,2.93924,108.37759,6.0,3.6430564,3597.6243,610.4297,169.07562,0.37495804,40.0
1,1675.0,1.8605367,270.0,-10.0,4.0898376,3479.224,641.20184,183.36752,0.45955002,40.0
1,1658.0,2.074412,26.641485,2.0,4.3894906,4276.6577,641.20184,183.36752,0.2199017,40.0
1,1584.0,3.3437173,326.2227,-5.0,4.209331,3964.0889,641.20184,183.36752,0.2494425,40.0
1,1564.0,1.8604155,270.0,0.0,4.4953656,1884.0382,632.4218,130.49615,0.34535238,40.0
1,1553.0,1.3135921,225.09378,2.0,5.812042,865.8522,632.4218,130.49615,0.28505826,40.0
1,1555.0,1.3135768,45.09311,-3.0,4.425759,615.5485,632.4218,130.49615,0.3294173,40.0
1,1535.0,2.6258726,134.90474,1.0,6.5869036,941.54126,610.4297,169.07562,0.4434621,40.0
1,1537.0,2.0785475,296.48892,-4.0,6.815299,1041.3933,610.4297,169.07562,0.47320133,40.0
1,1534.0,4.1433887,153.35883,7.0,3.3044052,768.9603,610.4297,169.07562,0.45252705,40.0
1,1535.0,1.8604925,270.0,-7.0,4.0898604,563.6488,610.4297,169.07562,0.42074016,30.0
1,1524.0,1.8604785,270.0,-14.0,4.783015,1224.1323,603.1331,163.38403,0.1883893,40.0
1,1508.0,2.0744026,333.35904,-7.0,3.9840298,318.9044,603.1331,163.38403,0.21373802,40.0
1,1496.0,0.9304915,270.0,11.0,5.4467263,512.6402,603.1331,163.38403,0.21901958,40.0
1,1494.0,2.0744064,333.35883,3.0,4.677175,510.0,603.1331,163.38403,0.2778785,40.0
1,1489.0,3.3479948,56.39757,3.0,4.208071,360.0,603.1331,163.38403,0.25539073,40.0
1,1473.0,2.0785317,296.48914,12.0,4.387558,270.0,603.1331,163.38403,0.25741678,20.0
1,1498.0,3.81923,165.91867,-8.0,6.680811,381.83768,603.1331,163.38403,0.22670025,40.0
1,1626.0,3.8303223,103.99183,0.0,5.6334,3736.054,737.4444,213.46738,0.25593114,10.0
1,1640.0,0.92740995,180.0,-7.0,4.7567043,4562.072,737.4444,213.46738,0.22813392,40.0
0,1788.0,3.81915,14.076527,16.0,3.3849947,931.9335,720.9306,211.38249,0.3965765,30.0
0,1825.0,3.9346702,225.08508,1.0,3.355539,3818.6123,746.387,231.51605,0.2630183,40.0
0,1792.0,2.0779986,63.50352,1.0,4.8986335,2655.805,746.387,231.51605,0.37032074,30.0
0,1793.0,1.8543341,-0.0,-5.0,5.00937,2619.4656,746.387,231.51605,0.3025,20.0
0,1789.0,3.3472393,236.38896,0.0,4.6137586,2321.659,746.387,231.51605,0.36776814,40.0
0,1787.0,2.931304,341.51355,-9.0,4.744325,2117.286,746.387,231.51605,0.29757178,40.0
0,1781.0,4.1505475,296.49646,6.0,4.5554595,1830.9834,746.387,231.51605,0.32590592,40.0
0,1781.0,2.0779982,243.50351,-4.0,5.235106,1611.3658,746.387,231.51605,0.31840077,30.0
0,1777.0,4.732151,78.72304,-6.0,3.172709,1443.1216,746.387,231.51605,0.34791106,40.0
0,1779.0,2.931305,341.5135,0.0,3.6457126,1320.3408,746.387,231.51605,0.3434028,40.0
0,1776.0,3.3434048,326.2307,6.0,3.516276,1343.3168,746.387,231.51605,0.28918818,30.0
0,1777.0,1.3134066,45.085705,9.0,5.678646,1708.1569,746.387,231.51605,0.3100024,40.0
0,1781.0,2.9383123,251.6164,3.0,5.3481145,1961.0457,746.387,231.51605,0.29842284,30.0
0,1785.0,2.9383035,251.61633,0.0,5.3481174,2229.9104,746.387,231.51605,0.35141683,40.0
0,1784.0,1.8543341,-0.0,9.0,5.1916914,2174.1206,746.387,231.51605,0.31232157,40.0
0,1792.0,0.9301846,270.0,1.0,5.8525023,2589.4014,746.387,231.51605,0.3178711,40.0
0,1799.0,3.8191504,194.07655,-9.0,3.7904599,2884.5276,746.387,231.51605,0.4023077,40.0
0,1801.0,4.641147,270.0,4.0,3.5974443,3128.3542,746.387,231.51605,0.2640276,40.0
0,1802.0,1.3134009,134.91454,-6.0,4.831352,3185.2314,746.387,231.51605,0.4268771,40.0
0,1797.0,2.6254234,225.08546,1.0,4.159323,2912.9368,746.387,231.51605,0.36702356,40.0
0,1797.0,1.8543341,-0.0,-2.0,5.00937,2796.927,746.387,231.51605,0.44237036,40.0
0,1811.0,2.9382966,251.61629,-14.0,3.6433718,3710.7952,746.387,231.51605,0.25224227,30.0
0,1810.0,2.6254284,134.91443,-9.0,3.7538562,3662.7039,746.387,231.51605,0.24452811,40.0
0,1805.0,2.0779924,63.503433,-4.0,3.9823456,3399.6765,746.387,231.51605,0.25471312,40.0
0,1799.0,0.93018705,270.0,-5.0,5.159353,2978.926,746.387,231.51605,0.23153564,40.0
0,1788.0,4.7191405,168.657,5.0,3.5809069,3693.9004,746.387,231.51605,0.5401372,20.0
0,1780.0,4.6412096,90.0,-5.0,3.597431,3388.4067,746.387,231.51605,0.48191565,10.0
0,1768.0,9.212581,53.2128,-16.0,3.1991346,2873.1167,746.387,231.51605,0.4973027,20.0
0,1774.0,6.671861,123.6106,-1.0,3.2358937,3051.3113,746.387,231.51605,0.39316693,20.0
0,1763.0,9.952005,123.61046,-10.0,3.1209362,2595.9968,746.387,231.51605,0.3741584,20.0
0,1763.0,7.624691,103.99566,0.0,3.1020775,2554.9363,746.387,231.51605,0.43575418,20.0
0,1698.0,20.543428,72.39974,18.0,2.3651288,2340.1924,746.387,231.51605,0.49702027,20.0
0,1770.0,7.83275,45.086372,4.0,3.0750258,2543.1084,746.387,231.51605,0.4002066,20.0
0,1786.0,2.9313097,161.51321,8.0,3.645711,2779.6582,746.387,231.51605,0.4741652,20.0
0,1788.0,5.564147,90.0,-2.0,3.0116673,3136.8296,746.387,231.51605,0.42599964,20.0
0,1784.0,5.624034,9.490245,1.0,3.4064674,3304.0884,746.387,231.51605,0.3739367,20.0
0,1770.0,5.8473454,161.51347,-6.0,3.6553361,3271.2383,746.387,231.51605,0.4906008,20.0
0,1744.0,7.62456,103.9959,0.0,3.102095,2997.7493,746.387,231.51605,0.481775,20.0
0,1683.0,13.673446,126.7876,-2.0,3.0188668,2629.924,746.387,231.51605,0.5557534,10.0
0,1735.0,6.7227426,164.00928,-10.0,2.8228264,2832.896,746.387,231.51605,0.24408287,20.0
0,1714.0,21.603046,124.911476,-15.0,2.0224576,2742.4988,746.387,231.51605,0.4615536,20.0
0,1693.0,17.342953,81.053734,-11.0,4.156365,2576.5093,746.387,231.51605,0.40910745,20.0
0,1709.0,22.488619,30.65427,20.0,3.875255,2794.5125,746.387,231.51605,0.49989918,10.0
0,1757.0,7.0456758,66.86327,11.0,2.7758431,3174.4763,746.387,231.51605,0.49731958,10.0
0,1771.0,2.9313006,18.486252,9.0,4.051179,3669.9456,746.387,231.51605,0.43963936,20.0
0,1784.0,2.625422,45.085434,22.0,4.1593237,3907.493,746.387,231.51605,0.31542394,20.0
0,1792.0,9.080711,113.89914,6.0,2.5205622,4012.9417,746.387,231.51605,0.44434947,20.0
0,1753.0,8.257902,116.49676,-6.0,3.0218441,2518.035,746.387,231.51605,0.42195365,20.0
0,1767.0,2.625422,134.91457,9.0,3.7538586,2752.8167,746.387,231.51605,0.3590394,20.0
0,1778.0,5.239863,134.91458,5.0,3.0714405,2942.448,746.387,231.51605,0.4608835,20.0
0,1725.0,11.473539,151.31758,12.0,2.6883879,2604.995,746.387,231.51605,0.46553808,10.0
0,1646.0,13.908534,58.468994,-4.0,3.001215,2321.659,746.387,231.51605,0.4284677,20.0
0,1650.0,2.938344,251.6166,16.0,4.5596466,2648.339,746.387,231.51605,0.5695133,10.0
0,1636.0,9.776245,138.72876,21.0,4.2376204,2431.666,746.387,231.51605,0.39941046,20.0
0,1644.0,3.8292854,76.004295,2.0,4.76867,2227.4873,746.387,231.51605,0.52478784,20.0
0,1630.0,1.859928,90.0,-4.0,5.342918,1781.909,746.387,231.51605,0.41413486,20.0
0,1622.0,3.715932,90.0,10.0,4.9161386,1994.0411,746.387,231.51605,0.49684602,10.0
0,1620.0,5.8613467,108.38329,8.0,4.4638815,1909.1884,746.387,231.51605,0.33695325,20.0
0,1670.0,5.5641203,90.0,-1.0,4.264435,2821.4358,746.387,231.51605,0.39127517,20.0
0,1785.0,6.739765,105.89998,-8.0,3.5134425,2970.606,746.387,231.51605,0.3653231,20.0
0,1738.0,30.144705,149.7837,-65.0,2.4876716,2738.558,746.387,231.51605,0.42486566,20.0
0,1723.0,24.36061,75.507256,21.0,2.7360277,3021.5227,746.387,231.51605,0.43038425,10.0
0,1747.0,25.617502,113.89866,-41.0,2.119232,2863.861,746.387,231.51605,0.3945988,20.0
0,1749.0,5.861295,108.38346,18.0,3.6529598,3216.0225,746.387,231.51605,0.5426939,10.0
0,1783.0,1.3134041,134.9144,-1.0,4.4258847,890.9545,720.9306,211.38249,0.36127687,20.0
0,1779.0,2.077985,63.50333,9.0,3.9823492,1060.6602,720.9306,211.38249,0.41440886,30.0
0,1778.0,5.928419,128.57645,8.0,2.9484549,1379.0214,720.9306,211.38249,0.5259104,20.0
0,1793.0,2.0779824,63.503296,-8.0,3.9823503,900.0,720.9306,211.38249,0.2893426,30.0
0,1794.0,3.7158427,90.0,0.0,3.4120848,745.1846,720.9306,211.38249,0.37916407,30.0
0,1787.0,4.719139,191.34291,-9.0,3.175442,534.1348,720.9306,211.38249,0.26541486,30.0
0,1771.0,3.8191514,194.07661,4.0,3.3849945,361.24783,720.9306,211.38249,0.4686371,20.0
0,1758.0,6.484034,270.0,-8.0,2.8589892,597.7458,720.9306,211.38249,0.24260987,30.0
0,1765.0,5.9245663,321.25677,-13.0,3.3545685,780.5767,720.9306,211.38249,0.4022921,30.0
0,1763.0,5.547545,180.0,-9.0,6.65223,212.13203,720.9306,211.38249,0.3063399,20.0
0,1766.0,4.6411557,270.0,-1.0,3.1919773,450.9989,720.9306,211.38249,0.341362,30.0
0,1764.0,1.3134215,314.91364,3.0,4.4258723,1247.7981,720.9306,211.38249,0.40705353,40.0
0,1766.0,2.6254685,45.08645,2.0,4.159306,1514.3315,720.9306,211.38249,0.41203308,40.0
0,1760.0,2.0780232,63.503857,-4.0,4.3877964,842.14014,720.9306,211.38249,0.29100245,30.0
0,1776.0,2.0780268,296.4961,-2.0,5.3686237,1213.7957,746.387,231.51605,0.39558822,40.0
0,1770.0,0.93020386,270.0,-5.0,6.140165,807.21747,746.387,231.51605,0.2894789,30.0
0,1776.0,1.3134215,134.91365,-6.0,5.5244846,1317.953,746.387,231.51605,0.3636242,40.0
0,1780.0,0.92740995,180.0,-1.0,5.8553166,1780.8987,746.387,231.51605,0.391457,40.0
0,1785.0,1.8599211,270.0,-10.0,4.090159,1843.9631,746.387,231.51605,0.43558872,40.0
0,1783.0,2.625456,225.08618,0.0,3.7538457,1698.3816,746.387,231.51605,0.37599328,40.0
0,1780.0,2.0780168,296.49622,-3.0,4.6754813,1406.165,746.387,231.51605,0.3788876,40.0
0,1808.0,2.625452,314.9139,-2.0,3.7538474,3159.1296,746.387,231.51605,0.34454653,40.0
0,1805.0,0.9302056,270.0,-6.0,4.7538686,3019.884,746.387,231.51605,0.4033251,40.0
0,1796.0,2.93836,288.3833,0.0,3.6433506,2665.2766,746.387,231.51605,0.32950768,40.0
0,1792.0,4.6412425,270.0,0.0,3.8851058,2342.6907,746.387,231.51605,0.38724104,40.0
0,1786.0,2.0742764,333.366,7.0,4.677236,2096.1394,746.387,231.51605,0.42063218,40.0
0,1786.0,1.313421,225.08633,-10.0,5.5244846,2079.5432,746.387,231.51605,0.42360312,40.0
0,1691.0,5.9287567,308.57382,13.0,3.3538632,1682.4089,756.01904,223.40785,0.40743735,10.0
0,1754.0,4.641637,270.0,-2.0,3.5973396,2508.007,794.95044,236.36426,0.27104804,20.0
0,1725.0,0.93026334,270.0,4.0,5.1592755,900.0,756.01904,223.40785,0.4778725,10.0
0,1668.0,2.9313235,341.51242,4.0,3.6457064,283.01944,790.60474,227.21303,0.44136018,40.0
0,1664.0,5.5643477,270.0,-8.0,3.0116313,570.0,790.60474,227.21303,0.21999234,30.0
0,1592.0,3.82948,103.99498,12.0,3.3823256,660.0,812.3086,231.45877,0.32675597,20.0
